CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;QT_ACAO_ORDIN_CAP_INTEGR;QT_ACAO_PREF_CAP_INTEGR;QT_ACAO_TOTAL_CAP_INTEGR;QT_ACAO_ORDIN_TESOURO;QT_ACAO_PREF_TESOURO;QT_ACAO_TOTAL_TESOURO
86.550.951/0001-50;2023-12-31;1;POMIFRUTAS S/A EM RECUPERACAO JUDICIAL;2053606;0;2053606;0;0;0
87.043.832/0001-73;2023-12-31;1;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;8573186;10491038;19064224;0;0;0
87.456.562/0001-22;2023-12-31;1;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;10451;131;10582;0;0;0
87.762.563/0001-03;2023-12-31;1;CIA HABITASUL DE PARTICIPACOES;3152764;5980923;9133687;0;0;0
87.870.952/0001-44;2023-12-31;1;BORRACHAS VIPAL S.A.;234207;0;234207;0;0;0
88.610.126/0001-29;2023-12-31;1;FRAS-LE S.A.;270016;0;270016;3000;0;3000
88.610.191/0001-54;2023-12-31;1;MUNDIAL S.A. - PRODUTOS DE CONSUMO;2480260;0;2480260;780;0;780
88.611.835/0001-29;2023-12-31;1;MARCOPOLO S.A.;341625744;605267138;946892882;0;5380139;5380139
88.613.658/0001-10;2023-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;16016924;32029564;48046488;0;0;0
89.086.144/0001-16;2023-12-31;1;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;116516;212815;329331;0;1037;1037
89.096.457/0001-55;2023-12-31;2;SLC AGRICOLA S.A.;443329716;0;443329716;3184086;0;3184086
89.463.822/0001-12;2023-12-31;1;LUPATECH S.A;41037776;0;41037776;0;0;0
89.637.490/0001-45;2023-12-31;1;KLABIN S.A.;2081728595;3536164161;5617892756;20262477;81049908;101312385
89.723.993/0001-33;2023-12-31;1;CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL;7490;5110;12600;0;0;0
89.850.341/0001-60;2023-12-31;1;GRENDENE S.A.;902157;0;902157;3;0;3
90.076.886/0001-40;2023-12-31;1;MINUPAR PARTICIPACOES S.A.;7100;0;7100;0;0;0
90.400.888/0001-42;2023-12-31;2;BCO SANTANDER (BRASIL) S.A.;3818695;3679836;7498531;27193;27193;54386
90.441.460/0001-48;2023-12-31;1;UNICASA INDÚSTRIA DE MÓVEIS S.A.;66086364;0;66086364;0;0;0
91.333.666/0001-17;2023-12-31;1;RECRUSUL S.A.;42655;84634;127289;0;0;0
91.669.747/0001-92;2023-12-31;1;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;914;0;914;3;0;3
91.983.056/0001-69;2023-12-31;1;KEPLER WEBER S.A.;179720;0;179720;2960;0;2960
92.012.467/0001-70;2023-12-31;3;GRAZZIOTIN S.A.;8347011;11735604;20082615;0;0;0
92.660.570/0001-26;2023-12-31;1;TREVISA INVESTIMENTOS S.A.;9192;11592;20784;0;0;0
92.665.611/0001-77;2023-12-31;1;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;150377481;0;150377481;1525357;0;1525357
92.690.783/0001-09;2023-12-31;1;METALURGICA GERDAU S.A.;365111201;667594603;1032705804;0;0;0
92.693.019/0001-89;2023-12-31;1;PANATLANTICA S.A.;22907;1025;23932;0;0;0
92.702.067/0001-96;2023-12-31;1;BCO ESTADO DO RIO GRANDE DO SUL S.A.;205065;203909;408974;0;0;0
92.715.812/0001-31;2023-12-31;1;CPFL TRANSMISSÃO S.A.;9480088;112356;9592444;0;0;0
92.721.232/0001-57;2023-12-31;1;BANRISUL ARMAZENS GERAIS SA;700000;0;700000;0;0;0
92.749.225/0001-63;2023-12-31;1;HERCULES S.A. FABRICA DE TALHERES;171198;338801;509999;0;0;0
92.754.738/0001-62;2023-12-31;1;LOJAS RENNER S.A.;963227;0;963227;7626;0;7626
92.781.335/0001-02;2023-12-31;1;TAURUS ARMAS S.A.;46445314;80189120;126634434;0;440900;440900
92.791.243/0001-03;2023-12-31;1;IRANI PAPEL E EMBALAGEM S.A.;246359;0;246359;6529;0;6529
92.802.784/0001-90;2023-12-31;1;CIA RIOGRANDENSE DE SANEAMENTO;4786604;82393289;87179893;0;0;0
93.828.986/0001-73;2023-12-31;1;CEMEPE INVESTIMENTOS S.A.;454455;464440;918895;0;0;0
94.813.102/0001-70;2023-12-31;1;TRÊS TENTOS AGROINDUSTRIAL S/A;498298;0;498298;135;0;135
95.426.862/0001-97;2023-12-31;1;EXCELSIOR ALIMENTOS S.A.;2846929;2375293;5222222;0;0;0
96.298.013/0001-68;2023-12-31;1;PACAEMBU CONSTRUTORA S.A.;129513845;0;129513845;0;0;0
96.418.264/0218-02;2023-12-31;1;LOJAS QUERO QUERO S.A.;187290;0;187290;0;0;0
97.191.902/0001-94;2023-12-31;2;CONSERVAS ODERICH S.A.;9858;1428;11286;0;0;0
97.837.181/0001-47;2023-12-31;1;DEXCO S.A.;820566;0;820566;12424;0;12424
