CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;QT_ACAO_ORDIN_CAP_INTEGR;QT_ACAO_PREF_CAP_INTEGR;QT_ACAO_TOTAL_CAP_INTEGR;QT_ACAO_ORDIN_TESOURO;QT_ACAO_PREF_TESOURO;QT_ACAO_TOTAL_TESOURO
08.795.211/0001-70;2020-12-31;1;MAESTRO LOCADORA DE VEICULOS S.A.;26009820;0;26009820;0;0;0
08.797.760/0001-83;2020-12-31;3;CURY CONSTRUTORA E INCORPORADORA S.A.;291875088;0;291875088;0;0;0
08.801.621/0001-86;2020-12-31;2;SYN PROP & TECH S.A.;152644;0;152644;0;0;0
08.807.432/0001-10;2020-12-31;1;YDUQS PARTICIPACOES S.A.;309089;0;309089;7808;0;7808
08.810.422/0001-34;2020-12-31;1;GUARARAPES PAINÉIS S.A.;97524234;0;97524234;0;0;0
08.811.643/0001-27;2020-12-31;1;TRISUL S.A.;186618;0;186618;600;0;600
08.822.767/0001-08;2020-12-31;1;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;575557;0;575557;0;0;0
08.827.501/0001-58;2020-12-31;1;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;691602245;138834473;830436718;0;0;0
08.873.873/0001-10;2020-12-31;1;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;736715;0;736715;0;0;0
08.902.291/0001-15;2020-12-31;1;CSN MINERAÇÃO S.A.;181001902;0;181001902;0;0;0
08.926.302/0001-05;2020-12-31;1;DOMMO ENERGIA S.A.;307948654;0;307948654;0;0;0
08.935.054/0001-50;2020-12-31;2;MULTINER S/A;7877740;6843557;14721297;0;0;0
08.937.002/0001-13;2020-12-31;1;VISION SECURITIZADORA S.A.;1830202;0;1830202;0;0;0
09.041.168/0001-10;2020-12-31;1;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;102159;0;102159;16;0;16
09.042.817/0001-05;2020-12-31;1;BEMOBI MOBILE TECH S.A.;90909092;0;90909092;0;0;0
09.053.134/0001-45;2020-12-31;1;ELFA MEDICAMENTOS S.A.;468099631;0;468099631;10000000;0;10000000
09.054.385/0001-44;2020-12-31;1;INBRANDS S.A.;138442514;0;138442514;0;0;0
09.074.183/0001-64;2020-12-31;1;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;428071224;0;428071224;0;0;0
09.083.175/0001-84;2020-12-31;1;MOSAICO TECNOLOGIA AO CONSUMIDOR S.A.;91646;0;91646;0;0;0
09.095.183/0001-40;2020-12-31;1;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;918160;0;918160;0;0;0
09.112.685/0001-32;2020-12-31;1;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;3148038;0;3148038;0;0;0
09.114.805/0001-30;2020-12-31;1;OCEANPACT SERVIÇOS MARITIMOS S.A.;128210675;0;128210675;1934425;0;1934425
09.116.278/0001-01;2020-12-31;1;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;14049;4073;18122;0;0;0
09.146.451/0001-06;2020-12-31;1;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;94612;0;94612;0;0;0
09.149.503/0001-06;2020-12-31;3;SERENA GERAÇÃO S.A.;195912131;0;195912131;0;0;0
09.229.201/0001-30;2020-12-31;1;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;5715416;0;5715416;0;0;0
09.257.877/0001-37;2020-12-31;2;FERROVIA NORTE SUL S/A;1835966791;0;1835966791;0;0;0
09.267.996/0001-70;2020-12-31;1;YUNY INCORPORADORA HOLDING S.A.;40728854;0;40728854;0;0;0
09.288.252/0001-32;2020-12-31;1;ANIMA HOLDING S.A.;134622935;0;134622935;2189258;0;2189258
09.295.063/0001-97;2020-12-31;1;TECHNOS S.A.;78506215;0;78506215;1207800;0;1207800
09.304.427/0001-58;2020-12-31;2;HABITASEC SECURITIZADORA SA;900000;0;900000;0;0;0
09.305.994/0001-29;2020-12-31;1;AZUL S.A.;928965058;331644724;1260609782;265461;0;265461
09.313.969/0001-97;2020-12-31;1;AUTOPISTA LITORAL SUL;1275560876;0;1275560876;0;0;0
09.324.949/0001-11;2020-12-31;1;AUTOPISTA FLUMINENSE SA;658918293;0;658918293;0;0;0
09.325.109/0001-73;2020-12-31;2;AUTOPISTA PLANALTO SUL SA;1721076;0;1721076;0;0;0
09.326.342/0001-70;2020-12-31;1;AUTOPISTA FERNÃO DIAS SA;2284105562;0;2284105562;0;0;0
09.336.431/0001-06;2020-12-31;1;AUTOPISTA REGIS BITTENCOURT SA;657300291;0;657300291;0;0;0
09.346.601/0001-25;2020-12-31;1;B3 S.A. - BRASIL, BOLSA, BALCÃO;2059138490;0;2059138490;24962828;0;24962828
09.347.516/0001-81;2020-12-31;1;ELETROMIDIA S.A.;96226570;0;96226570;0;0;0
09.391.823/0001-60;2020-12-31;1;SANTO ANTONIO ENERGIA S.A.;10000452329;0;10000452329;0;0;0
09.414.761/0001-64;2020-12-31;1;K-INFRA RODOVIA DO AÇO S.A.;438327;0;438327;0;0;0
09.527.023/0001-23;2020-12-31;1;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;2000000;0;2000000;0;0;0
09.538.973/0001-53;2020-12-31;1;PDG COMPANHIA SECURITIZADORA;36292;0;36292;0;0;0
09.584.854/0001-37;2020-12-31;1;MANAUS TRANSMISSORA DE ENERGIA S.A;1255333123;0;1255333123;0;0;0
09.611.768/0001-76;2020-12-31;1;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;77827002;0;77827002;0;0;0
09.625.321/0001-56;2020-12-31;1;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;1687300000;0;1687300000;0;0;0
09.813.204/0001-16;2020-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;86540918;0;86540918;0;0;0
10.139.870/0001-08;2020-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;238662330;0;238662330;2375891;0;2375891
10.215.988/0001-60;2020-12-31;2;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;508729411;0;508729411;1966662;0;1966662
10.234.027/0001-00;2020-12-31;1;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;667013209;0;667013209;0;0;0
10.240.186/0001-00;2020-12-31;1;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;632529095;0;632529095;0;0;0
10.285.590/0001-08;2020-12-31;3;GRUPO DE MODA SOMA S.A.;477141524;0;477141524;4000392;0;4000392
10.324.624/0001-18;2020-12-31;1;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;1446898779;0;1446898779;0;0;0
10.338.320/0001-00;2020-12-31;1;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;63085;0;63085;0;0;0
10.440.482/0001-54;2020-12-31;2;GETNET ADQ E SERV PARA MEIOS DE PAGTO S.A. - INST PAGTO;1866722202;0;1866722202;0;0;0
10.464.223/0001-63;2020-12-31;1;PRIVALIA BRASIL S.A.;85612813;0;85612813;0;0;0
10.488.244/0001-19;2020-12-31;1;INFRASEC SECURITIZADORA S.A.;10000;0;10000;0;0;0
10.502.676/0001-37;2020-12-31;1;TERMELÉTRICA PERNAMBUCO III S.A.;26162998;0;26162998;0;0;0
10.531.501/0001-58;2020-12-31;1;CONC AUTO RAPOSO TAVARES S.A.;3432069;3432069;6864138;0;0;0
10.571.175/0001-02;2020-12-31;1;URBA DESENVOLVIMENTO URBANO S.A.;80302;0;80302;1303;0;1303
10.608.405/0001-60;2020-12-31;2;BARI SECURITIZADORA S.A.;2750000;0;2750000;0;0;0
10.629.105/0001-68;2020-12-31;1;PRIO S.A.;144685660;0;144685660;7815513;0;7815513
10.635.691/0001-53;2020-12-31;1;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;249500;249500;499000;0;0;0
10.647.979/0001-48;2020-12-31;1;CONC ROTA DAS BANDEIRAS S.A.;278399525;278399525;556799050;0;0;0
10.670.314/0001-55;2020-12-31;1;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;635121;0;635121;0;0;0
10.678.505/0001-63;2020-12-31;1;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;30357847596;0;30357847596;0;0;0
10.739.356/0001-03;2020-12-31;1;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;119438;119438;238876;0;0;0
10.753.164/0001-43;2020-12-31;1;ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.;100;0;100;0;0;0
10.760.260/0001-19;2020-12-31;1;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;172828579;0;172828579;122434;0;122434
10.807.374/0001-77;2020-12-31;1;BOA SAFRA SEMENTES S.A.;8834460;0;8834460;0;0;0
10.835.932/0001-08;2020-12-31;1;CIA ENERGETICA DE PERNAMBUCO - CELPE;66303;8309;74612;0;0;0
10.841.050/0001-55;2020-12-31;1;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;500165;0;500165;0;0;0
10.851.805/0001-00;2020-12-31;1;FLEX GESTÃO DE RELACIONAMENTOS S.A.-EM RECUPERAÇÃO JUDICIAL;3248;0;3248;0;0;0
11.257.352/0001-43;2020-12-31;1;BSI CAPITAL SECURITIZADORA S.A.;128700;0;128700;0;0;0
11.274.829/0001-07;2020-12-31;1;COMPANHIA PAULISTA DE SECURITIZAÇÃO;4130956;0;4130956;0;0;0
11.284.204/0001-18;2020-12-31;2;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;32317;0;32317;0;0;0
11.421.994/0001-36;2020-12-31;2;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;5122089;0;5122089;0;0;0
11.669.021/0001-10;2020-12-31;2;ENAUTA PARTICIPAÇÕES S.A.;265806905;0;265806905;3264525;0;3264525
11.716.471/0001-17;2020-12-31;1;TRX SECURITIZADORA S.A.;28905;0;28905;0;0;0
11.721.921/0001-60;2020-12-31;1;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;11480134;0;11480134;281625;0;281625
11.725.176/0001-27;2020-12-31;2;BOA VISTA SERVIÇOS S.A.;520797860;0;520797860;0;0;0
11.992.680/0001-93;2020-12-31;1;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;284014325;0;284014325;397495;0;397495
12.049.631/0001-84;2020-12-31;1;MOURA DUBEUX ENGENHARIA S/A;84909375;0;84909375;0;0;0
12.091.809/0001-55;2020-12-31;1;BRAVA ENERGIA S.A.;109504342;0;109504342;0;0;0
12.104.241/0004-02;2020-12-31;1;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;4050582;0;4050582;0;0;0
12.108.897/0001-50;2020-12-31;3;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;50602;0;50602;0;0;0
12.130.744/0001-00;2020-12-31;2;TRUE SECURITIZADORA S.A.;400;0;400;0;0;0
12.139.922/0001-63;2020-12-31;1;OCTANTE SECURITIZADORA S.A.;134889;0;134889;0;0;0
12.181.987/0001-77;2020-12-31;2;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;207969341;0;207969341;0;0;0
12.261.588/0001-16;2020-12-31;1;POLO CAPITAL SECURITIZADORA S.A;500;0;500;0;0;0
12.300.288/0001-07;2020-12-31;1;NORTE ENERGIA S.A.;13363568;0;13363568;0;0;0
12.320.349/0001-90;2020-12-31;1;ORE  SECURITIZADORA SA;827;0;827;0;0;0
12.420.164/0001-57;2020-12-31;1;CM HOSPITALAR S.A;248079360;0;248079360;0;0;0
12.489.315/0001-23;2020-12-31;1;FERREIRA GOMES ENERGIA S.A.;807080529;0;807080529;0;0;0
12.528.708/0001-07;2020-12-31;3;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;766213456;0;766213456;0;0;0
12.648.266/0001-24;2020-12-31;2;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;112935588;0;112935588;0;0;0
12.648.327/0001-53;2020-12-31;1;HIDROVIAS DO BRASIL S.A.;760383;0;760383;0;0;0
12.919.786/0001-24;2020-12-31;2;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;8116936;0;8116936;0;0;0
12.979.898/0001-70;2020-12-31;1;FORTE SECURITIZADORA S.A.;1584600;0;1584600;0;0;0
13.009.717/0001-46;2020-12-31;1;BCO ESTADO DE SERGIPE S.A. - BANESE;7642545;7642545;15285090;0;0;0
13.017.462/0001-63;2020-12-31;1;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;195509;0;195509;0;0;0
13.217.485/0001-11;2020-12-31;1;GRUPO SBF S.A.;241889833;0;241889833;0;0;0
13.270.520/0001-66;2020-12-31;1;KORA SAÚDE PARTICIPAÇÕES S.A.;20692667;0;20692667;0;0;0
13.349.677/0001-81;2020-12-31;1;REIT SECURITIZADORA S/A;1358;0;1358;0;0;0
13.444.994/0001-87;2020-12-31;1;MLOG S.A.;2900;0;2900;0;0;0
13.457.942/0001-45;2020-12-31;1;RIVA INCORPORADORA S.A;50000000;0;50000000;0;0;0
13.483.537/0001-00;2020-12-31;1;BRASIL SECURITIZADORA S/A;18895;0;18895;0;0;0
13.574.594/0001-96;2020-12-31;1;ZAMP SA;275355447;0;275355447;1222719;0;1222719
13.584.310/0001-42;2020-12-31;1;SUGOI S.A.;1000;0;1000;0;0;0
13.783.221/0004-78;2020-12-31;2;MADERO INDÚSTRIA E COMÉRCIO S.A.;31724641;0;31724641;0;0;0
14.110.585/0001-07;2020-12-31;1;MÉLIUZ S.A.;126433000;0;126433000;0;0;0
14.127.813/0001-51;2020-12-31;1;GETNINJAS S.A.;31367018;0;31367018;0;0;0
14.191.427/0001-29;2020-12-31;1;GRANBIO INVESTIMENTOS S.A.;108132505;0;108132505;0;0;0
14.308.514/0001-13;2020-12-31;1;PARTICIPAÇÕES INDUST. DO NORDESTE S.A.;126000;31388;157388;0;0;0
14.333.683/0001-03;2020-12-31;1;FONTAINE VILLE PARTICIPAÇÕES S/A;253331312;0;253331312;0;0;0
14.388.334/0001-99;2020-12-31;1;PARANA BCO S.A.;1647843240;1609920560;3257763800;0;0;0
14.776.142/0001-50;2020-12-31;1;WESTWING COMÉRCIO VAREJISTA S.A.;71577114;0;71577114;0;0;0
14.785.152/0001-51;2020-12-31;1;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;64988981;0;64988981;0;0;0
14.807.945/0001-24;2020-12-31;1;SANSUY S.A. INDUSTRIA DE PLASTICOS;2657920;5058480;7716400;0;0;0
14.876.090/0001-93;2020-12-31;3;GAIA IMPACTO SECURITIZADORA S.A.;1190;0;1190;300;0;300
14.882.295/0001-81;2020-12-31;1;CBO HOLDING S.A.;130859578;0;130859578;0;0;0
14.998.371/0001-19;2020-12-31;3;J. MACEDO S.A.;10675;8693;19368;0;0;0
15.073.274/0001-88;2020-12-31;1;PPLA PARTICIPATIONS LTD.;938223;1876444;2814667;0;0;0
15.090.690/0001-94;2020-12-31;1;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;3300;0;3300;0;0;0
15.101.405/0001-93;2020-12-31;1;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA;7815;15338;23153;0;0;0
15.115.504/0001-24;2020-12-31;1;TRONOX PIGMENTOS DO BRASIL S.A.;10158398;18860349;29018747;0;0;0
15.139.629/0001-94;2020-12-31;1;CIA ELETRICIDADE EST. DA BAHIA - COELBA;151998;110098;262096;0;0;0
15.141.799/0001-03;2020-12-31;3;CIA FERRO LIGAS DA BAHIA - FERBASA;29440000;58880000;88320000;40000;3183300;3223300
15.144.017/0001-90;2020-12-31;1;CIA SEGUROS ALIANCA DA BAHIA;3840;3840;7680;0;0;0
15.229.110/0001-05;2020-12-31;1;CAPITALE SECURITIZADORA DE CRÉDITO S/A;10000;0;10000;0;0;0
15.377.572/0001-61;2020-12-31;1;NASA SECURITIZADORA S.A.;100000;0;100000;0;0;0
15.413.826/0001-50;2020-12-31;1;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;647015;0;647015;0;0;0
15.484.093/0001-44;2020-12-31;1;ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.;661500;0;661500;0;0;0
15.494.541/0001-90;2020-12-31;1;SALUS INFRAESTRUTURA PORTUARIA SA;420000;0;420000;0;0;0
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;1020429426;0;1020429426;0;0;0
15.578.569/0001-06;2020-12-31;1;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;3033542;0;3033542;0;0;0
15.675.715/0001-11;2020-12-31;1;HOUSI S.A.;27837899;0;27837899;0;0;0
15.688.041/0001-90;2020-12-31;1;MBK SECURITIZADORA SA;13354;0;13354;0;0;0
16.233.389/0001-55;2020-12-31;1;CVLB BRASIL S.A;19860524;2760712;22621236;91855;0;91855
16.234.171/0001-15;2020-12-31;1;METANOR SA METANOL DO NE;97768;196571;294339;0;0;0
16.404.287/0001-55;2020-12-31;1;SUZANO S.A.;1361263584;0;1361263584;12042004;0;12042004
16.590.234/0001-76;2020-12-31;2;AZZAS 2154 S.A.;99631;0;99631;4;0;4
16.614.075/0001-00;2020-12-31;1;DIRECIONAL ENGENHARIA S.A.;153398749;0;153398749;6693030;0;6693030
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;758467;0;758467;6796;0;6796
16.676.520/0001-59;2020-12-31;1;HOSPITAL MATER DEI S.A.;114620829;0;114620829;0;0;0
16.811.931/0001-00;2020-12-31;1;ALPHAVILLE S.A.;22415794;0;22415794;22402;0;22402
16.922.038/0001-51;2020-12-31;2;ENJOEI S.A.;195468;0;195468;0;0;0
17.155.730/0001-64;2020-12-31;2;CIA ENERGETICA DE MINAS GERAIS - CEMIG;507670;1011082;1518752;0;584;584
17.159.005/0001-64;2020-12-31;1;FIACAO E TECELAGEM SAO JOSE SA EM RECUPERACAO JUDICIAL;4500;9000;13500;948;0;948
17.159.229/0001-76;2020-12-31;1;LABORATÓRIO TEUTO BRASILEIRO S.A.;54655555;0;54655555;0;0;0
17.161.241/0001-15;2020-12-31;1;MINASMAQUINAS S.A.;22;22;44;1;2;3
17.162.082/0001-73;2020-12-31;2;MENDES JUNIOR ENGENHARIA S.A.;6977;3332;10309;0;0;0
17.167.396/0001-69;2020-12-31;1;ALFA HOLDINGS S.A.;46011632;38670637;84682269;0;0;0
17.167.412/0001-13;2020-12-31;2;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;58736269;44206287;102942556;157800;132200;290000
17.184.037/0001-10;2020-12-31;3;BCO MERCANTIL DO BRASIL S.A.;32578;19838;52416;0;0;0
17.193.806/0001-46;2020-12-31;2;CONSORCIO ALFA DE ADMINISTRACAO S.A.;40394932;33251456;73646388;0;0;0
17.234.244/0001-31;2020-12-31;1;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;526737844;0;526737844;0;0;0
17.245.234/0001-00;2020-12-31;1;CIA FIACAO TECIDOS CEDRO CACHOEIRA;5707104;4292896;10000000;0;0;0
17.281.106/0001-03;2020-12-31;2;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;380253;0;380253;1072;0;1072
17.314.329/0001-20;2020-12-31;1;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;286369530;0;286369530;925600;0;925600
17.344.597/0001-94;2020-12-31;1;BB SEGURIDADE PARTICIPAÇÕES S.A.;2000000000;0;2000000000;3365319;0;3365319
17.359.233/0001-88;2020-12-31;1;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;383000000;0;383000000;0;0;0
17.943.792/0001-30;2020-12-31;1;FULWOOD S.A.;10000;0;10000;0;0;0
18.174.270/0001-84;2020-12-31;1;DOTZ S.A.;1374705;0;1374705;0;0;0
18.328.118/0001-09;2020-12-31;3;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;372855796;0;372855796;0;0;0
18.483.666/0001-03;2020-12-31;3;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;1100000;0;1100000;0;0;0
18.494.485/0001-82;2020-12-31;1;PORTO SUDESTE V.M. S.A.;5333330970;0;5333330970;0;0;0
18.572.225/0001-88;2020-12-31;2;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;380000000;0;380000000;0;0;0
18.593.815/0001-97;2020-12-31;1;PRINER SERVIÇOS INDUSTRIAIS S.A.;38758616;0;38758616;0;0;0
18.903.785/0001-78;2020-12-31;1;HOLDING DO ARAGUAIA S.A.;3000;0;3000;0;0;0
19.133.012/0001-12;2020-12-31;1;RENOVA COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;10;0;10;0;0;0
19.208.022/0001-70;2020-12-31;1;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;459000;0;459000;0;0;0
19.276.528/0001-16;2020-12-31;1;BCBF PARTICIPAÇÕES S.A.;5333080353;0;5333080353;0;0;0
19.296.342/0001-29;2020-12-31;1;MGI - MINAS GERAIS PARTICIPAÇÕES S.A.;574439;0;574439;36;0;36
19.378.769/0001-76;2020-12-31;1;INSTITUTO HERMES PARDINI S.A.;130979;0;130979;3139;0;3139
19.403.252/0001-90;2020-12-31;2;EMCCAMP RESIDENCIAL S.A.;50000000;0;50000000;0;0;0
19.521.322/0001-04;2020-12-31;2;CONCESSIONÁRIA ROTA DO OESTE S.A.;363558;0;363558;0;0;0
19.526.748/0001-50;2020-12-31;1;CIA INDUSTRIAL CATAGUASES;144;1;145;0;0;0
19.527.586/0001-75;2020-12-31;1;COMPANHIA ENERGÉTICA SINOP S/A;2234136;0;2234136;0;0;0
19.527.639/0001-58;2020-12-31;1;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;818607;0;818607;0;0;0
19.642.306/0001-70;2020-12-31;1;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;916000000;0;916000000;0;0;0
19.726.048/0001-00;2020-12-31;1;CONCESSIONÁRIA BR-040 S.A.;1458341009;0;1458341009;0;0;0
19.796.586/0001-70;2020-12-31;1;BRISANET PARTICIPAÇÕES S.A.;66209213;0;66209213;0;0;0
19.851.496/0001-35;2020-12-31;1;LOGOS COMPANHIA SECURITIZADORA S/A;1000;0;1000;0;0;0
19.853.511/0001-84;2020-12-31;1;NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.;609479408;0;609479408;308099;0;308099
20.247.322/0001-47;2020-12-31;1;ALLIED TECNOLOGIA S.A.;80415;0;80415;0;0;0
20.258.278/0001-70;2020-12-31;1;OUROFINO S.A.;53949006;0;53949006;0;0;0
20.451.953/0001-83;2020-12-31;1;BLUM COMPANHIA DE SECURITIZAÇÃO DE CRÉDITOS S.A;501;0;501;0;0;0
20.514.555/0001-69;2020-12-31;1;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;196301000;0;196301000;0;0;0
20.514.590/0001-88;2020-12-31;1;ARGO V TRANSMISSÃO DE ENERGIA S.A.;225501000;0;225501000;0;0;0
20.553.221/0001-02;2020-12-31;1;TROCAFONE S.A.;43346000;0;43346000;0;0;0
20.646.442/0001-17;2020-12-31;2;GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S/A.;537;0;537;0;0;0
21.110.778/0001-23;2020-12-31;1;OLIVEIRA TRUST S.A.;2346500;2346450;4692950;0;0;0
21.240.146/0001-84;2020-12-31;1;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;138328524;0;138328524;0;0;0
21.254.073/0001-80;2020-12-31;1;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;9116000;0;9116000;0;0;0
21.255.567/0001-89;2020-12-31;1;CIA TECIDOS SANTANENSE EM RECUPERAÇÃO JUDICIAL;38041;73258;111299;0;0;0
21.262.638/0001-70;2020-12-31;1;ENCALSO PARTICIPAÇÕES EM CONCESSÕES S/A;21000;0;21000;0;0;0
21.314.559/0001-66;2020-12-31;1;MOVIDA PARTICIPACOES SA;298921014;0;298921014;1246291;0;1246291
21.389.501/0001-81;2020-12-31;1;COMPASS GÁS E ENERGIA S.A.;628487690;0;628487690;0;0;0
21.414.457/0001-12;2020-12-31;1;LEADS CIA. SECURITIZADORA;345000;0;345000;0;0;0
21.610.416/0001-00;2020-12-31;1;FORTUNATO SECURITIZADORA S/A;50000;0;50000;0;0;0
21.728.083/0001-00;2020-12-31;1;ARGO VII TRANSMISSÃO DE ENERGIA S.A.;476001000;0;476001000;0;0;0
21.948.105/0001-47;2020-12-31;1;BTGI QUARTZO PARTICIPAÇÕES S/A;650500;0;650500;0;0;0
21.976.484/0001-89;2020-12-31;1;RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;6709000;0;6709000;0;0;0
21.976.510/0001-79;2020-12-31;1;BTGI SAFIRA PARTICIPAÇÕES S/A;650500;0;650500;0;0;0
22.163.297/0001-49;2020-12-31;1;CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE;147368;0;147368;0;0;0
22.261.473/0001-85;2020-12-31;1;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;204628;204627;409255;0;0;0
22.266.175/0001-88;2020-12-31;1;FERTILIZANTES HERINGER S.A.;53857284;0;53857284;0;0;0
22.495.265/0001-40;2020-12-31;1;SENECA COMPANHIA SECURITIZADORA;10000;0;10000;0;0;0
22.543.331/0001-00;2020-12-31;1;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;3000000;0;3000000;0;0;0
22.677.520/0001-76;2020-12-31;1;CIA TECIDOS NORTE DE MINAS COTEMINAS;13913;16723;30636;0;0;0
22.902.694/0001-95;2020-12-31;1;SELF IT ACADEMIAS HOLDING S.A.;1132078;9204613;10336691;0;0;0
23.096.269/0001-19;2020-12-31;1;RIO PARANA ENERGIA S.A.;7014326211;0;7014326211;0;0;0
23.236.821/0001-27;2020-12-31;1;PATRIMAR ENGENHARIA S.A.;56026;0;56026;0;0;0
23.373.000/0001-32;2020-12-31;1;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;191635662;0;191635662;2000000;0;2000000
23.438.929/0001-00;2020-12-31;1;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;126882;0;126882;0;0;0
23.864.409/0001-51;2020-12-31;1;HOLDING VERZANI E SANDRINI S.A.;164690130;0;164690130;0;0;0
24.230.275/0001-80;2020-12-31;3;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;204256;0;204256;0;0;0
24.241.659/0001-06;2020-12-31;2;VENTURE CAPITAL PARTICIPAÇÕES E INVESTIMENTOS S/A;19620;0;19620;0;0;0
24.396.489/0001-20;2020-12-31;1;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2646299065;0;2646299065;0;0;0
24.410.913/0001-44;2020-12-31;1;NU HOLDINGS LTD.;222659593;422057050;644716643;0;0;0
24.624.490/0001-65;2020-12-31;1;ARGO TRANSMISSÃO DE ENERGIA S/A;499811;0;499811;0;0;0
24.624.551/0001-94;2020-12-31;1;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;360549746;0;360549746;0;0;0
24.921.465/0001-43;2020-12-31;1;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;536382;0;536382;0;0;0
24.962.466/0001-36;2020-12-31;1;RUMO MALHA NORTE S.A.;1107698070;81714293;1189412363;0;0;0
24.990.777/0001-09;2020-12-31;1;GRUPO MATEUS S.A.;2209346079;0;2209346079;0;0;0
25.005.683/0001-09;2020-12-31;2;VERT COMPANHIA SECURITIZADORA;100000;11;100011;0;0;0
