CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.01.04;Estoques;196750.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.01.05;Ativos Biológicos;113565.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.01.05;Ativos Biológicos;119942.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.01.06;Tributos a Recuperar;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.01.06;Tributos a Recuperar;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.01.06.01;Tributos Correntes a Recuperar;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.01.06.01;Tributos Correntes a Recuperar;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.01.07;Despesas Antecipadas;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.01.07;Despesas Antecipadas;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.01.08;Outros Ativos Circulantes;76815.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.01.08;Outros Ativos Circulantes;31718.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.01.08.01;Ativos Não-Correntes a Venda;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.01.08.01;Ativos Não-Correntes a Venda;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.01.08.02;Ativos de Operações Descontinuadas;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.01.08.02;Ativos de Operações Descontinuadas;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.01.08.03;Outros;76815.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.01.08.03;Outros;31718.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.01.08.03.01;Operações com Derivativos;76815.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.01.08.03.01;Operações com Derivativos;31718.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02;Ativo Não Circulante;2431257.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02;Ativo Não Circulante;2849021.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01;Ativo Realizável a Longo Prazo;338944.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01;Ativo Realizável a Longo Prazo;456560.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.01;Aplicações Financeiras Avaliadas a Valor Justo através do Resultado;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.01;Aplicações Financeiras Avaliadas a Valor Justo através do Resultado;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.01.01;Títulos Designados a Valor Justo;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.01.01;Títulos Designados a Valor Justo;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.02;Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.02;Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.03;Aplicações Financeiras Avaliadas ao Custo Amortizado;4800.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.03;Aplicações Financeiras Avaliadas ao Custo Amortizado;2894.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.03.01;Títulos e Valores Mobiliários;4800.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.03.01;Títulos e Valores Mobiliários;2894.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.04;Contas a Receber;26286.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.04;Contas a Receber;38073.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.04.01;Clientes;0.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.04.01;Clientes;0.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.04.02;Outras Contas a Receber;0.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.04.02;Outras Contas a Receber;0.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.04.03;Contas a receber e créditos diversos;26286.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.04.03;Contas a receber e créditos diversos;38073.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.05;Estoques;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.05;Estoques;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.06;Ativos Biológicos;37305.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.06;Ativos Biológicos;26930.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.07;Tributos Diferidos;15211.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.07;Tributos Diferidos;77382.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.07.01;Imposto de Renda e Contribuição Social Diferidos;0.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.07.01;Imposto de Renda e Contribuição Social Diferidos;0.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.08;Despesas Antecipadas;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.08;Despesas Antecipadas;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.09;Créditos com Partes Relacionadas;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.09;Créditos com Partes Relacionadas;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.09.01;Créditos com Coligadas;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.09.01;Créditos com Coligadas;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.09.02;Créditos com Controladas;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.09.02;Créditos com Controladas;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.09.03;Créditos com Controladores;0.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.09.03;Créditos com Controladores;0.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.09.04;Créditos com Outras Partes Relacionadas;0.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.09.04;Créditos com Outras Partes Relacionadas;0.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.10;Outros Ativos Não Circulantes;255342.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.10;Outros Ativos Não Circulantes;311281.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.10.01;Ativos Não-Correntes a Venda;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.10.01;Ativos Não-Correntes a Venda;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.10.02;Ativos de Operações Descontinuadas;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.10.02;Ativos de Operações Descontinuadas;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.10.03;Operações com derivativos;7032.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.10.03;Operações com derivativos;6757.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.10.04;Propriedades para investimento;244174.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.10.04;Propriedades para investimento;301545.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.01.10.05;Transações com partes relacionadas;4136.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.01.10.05;Transações com partes relacionadas;2979.0000000000;N
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.02;Investimentos;1749263.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.02;Investimentos;1976744.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.02.01;Participações Societárias;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.02.01;Participações Societárias;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.02.01.01;Participações em Coligadas;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.02.01.01;Participações em Coligadas;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.02.01.02;Participações em Controladas;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.02.01.02;Participações em Controladas;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.02.01.03;Participações em Controladas em Conjunto;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.02.01.03;Participações em Controladas em Conjunto;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.02.01.04;Outros Investimentos;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.02.01.04;Outros Investimentos;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.02.02;Propriedades para Investimento;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.02.02;Propriedades para Investimento;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.03;Imobilizado;341179.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.03;Imobilizado;411287.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.03.01;Imobilizado em Operação;59359.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.03.01;Imobilizado em Operação;89259.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.03.02;Direito de Uso em Arrendamento;281820.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.03.02;Direito de Uso em Arrendamento;322028.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.03.03;Imobilizado em Andamento;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.03.03;Imobilizado em Andamento;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.04;Intangível;1871.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.04;Intangível;4430.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.04.01;Intangíveis;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.04.01;Intangíveis;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-06-30;1.02.04.01.01;Contrato de Concessão;0.0000000000;S
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.04.01.01;Contrato de Concessão;0.0000000000;S
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-03-31;1;Ativo Total;62429432.0000000000;S
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-03-31;1;Ativo Total;66628131.0000000000;S
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-03-31;1.01;Ativo Circulante;23308678.0000000000;S
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-03-31;1.01;Ativo Circulante;24565267.0000000000;S
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-03-31;1.01.01;Caixa e Equivalentes de Caixa;3681794.0000000000;S
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-03-31;1.01.01;Caixa e Equivalentes de Caixa;7147566.0000000000;S
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-03-31;1.01.02;Aplicações Financeiras;0.0000000000;S
